order_id,customer_id,product_id,order_quantity,order_date,requested_delivery_date,actual_delivery_date,order_status
0ba9ed8c-7e29-4367-bd0b-eb1223b2d7b1,8b6e8fb3-e16e-4684-b06d-051f3da8741d,79d5522f-5dc7-4306-be2d-a352dd6f70b2,48,2023-07-12,2023-08-02,,Pending
6cd3b5e8-93d7-418a-96af-a6e3ab708fb2,cb6a98d6-84ee-4c28-a291-354f972818e6,6ca1fb4b-9f1b-48b6-a00d-42233e21dbf1,15,2023-05-16,2023-05-28,,Pending
cec0ae15-b9ad-4718-bdd7-d22db93b2ac8,44927675-73ad-4078-9f4b-f235e3ddb6a3,37141c0d-4ad6-4235-86eb-06f2afaaf62b,70,2023-10-14,2023-11-06,,Delivered
6e2529a2-5511-40ed-bf2a-55e503373e4b,14ab17da-6196-4d3e-ad0f-d2add350cf9e,b263599c-0ca8-40dc-8769-f5a8aba2a527,19,2023-03-19,2023-04-16,,Shipped
f18dd215-437c-4d28-b8b6-3ad0aafc8b61,c45eedb6-96c3-40e9-b69d-843c3d7ec735,55bd47b7-3267-4d46-9c2c-8c5105e103e9,65,2023-09-26,2023-10-15,,Delivered
256b3a0e-3294-45b2-a820-082b8e722706,244431ca-db0e-4886-95a4-59b876a4fc3b,eea9d2e5-9073-4df5-8b30-817768a07a48,16,2023-06-21,2023-07-18,,Delivered
0924b7d2-1fb2-4b77-adba-735d41073c57,6de7f77e-8dce-46bf-8f38-00eb38afbfa8,1f63d5bd-332b-4204-8d6a-e2b73b5be873,96,2023-12-03,2023-12-29,,Delivered
1edbe690-b7ce-4333-93df-0582042c7370,b3df7ed2-6776-4652-826b-b46c00e5fa1c,f0bcd221-c0bd-4e41-815d-36cae9002273,22,2023-09-03,2023-09-13,,Delivered
e67c1b56-f917-410a-9221-70ea50c091b5,6e37f9c3-92cf-463f-9cc7-7416af1c3e25,4cde6728-09a1-407a-b47b-1ab34fe6813c,51,2023-03-18,2023-03-24,,Shipped
45fee2f4-01e7-4d85-8fae-90fac9b2728d,5336148f-e7e4-4cb0-807e-101d06f77cab,70712627-32e7-4f04-b343-a4cf2bf6ae0f,83,2024-01-11,2024-01-30,,Shipped
0746250c-7f27-4598-b057-5fd6751224f6,a119cbfa-ef9c-47de-8983-8e8154bd9e3b,cc8ca534-6e5c-4ecd-982e-ef126971ff4d,25,2023-04-06,2023-04-17,,Pending
924ac0cc-e65e-4434-b39a-ceb8c8eaef48,a3b08ef0-d33d-4f69-a285-d56ee067dd7a,c5f0f294-63ef-4c88-ae10-102be79eb7c4,37,2024-01-15,2024-01-18,,Pending
d62476e9-c002-435a-b085-b4bdff8da7fd,53c89999-1db4-4d22-a82c-910800b03842,6ca1fb4b-9f1b-48b6-a00d-42233e21dbf1,44,2023-12-27,2024-01-22,,Pending
74cacc4a-b3dc-4cbf-bdbb-9b4664b2a722,f454f5ea-c40b-45bd-96ee-6030fe6be643,b8aaa23a-e673-46b2-a55b-f96756c5e7fa,2,2023-12-26,2024-01-17,,Delivered
9b818bce-a297-4b34-ab90-d9764c304d83,53c89999-1db4-4d22-a82c-910800b03842,241aa728-7388-4cff-9328-8edb1d22c972,28,2023-05-23,2023-06-03,,Shipped
8bdfd043-09c4-4b21-aadd-aabc4269f47f,9a573861-654d-442c-bd22-c7add3a90b51,5078e779-e20b-4b0a-a468-52d9dbda8657,68,2023-09-27,2023-10-20,,Shipped
33b739e6-df21-4a3e-b1c4-2cb14279eb50,6f865804-c82e-4300-b398-e4234bfbd817,501d5503-6d03-41d3-9dc6-3c3cdd2ca91c,73,2023-09-12,2023-09-28,,Pending
f8856008-f001-4db1-9de8-b54e802b42aa,14ab17da-6196-4d3e-ad0f-d2add350cf9e,7afd95a3-34ed-4872-b99e-b5a4617e00a3,96,2023-10-01,2023-10-24,,Pending
3886f5b4-5acc-4a86-b9ae-73655baceb02,8b6e8fb3-e16e-4684-b06d-051f3da8741d,9e7e973a-9274-4353-bc1f-2b6bbedd5250,54,2024-02-16,2024-03-10,,Shipped
d54bbb54-8c6e-44ea-b2c7-38a4c47b318f,88e89676-02e5-4311-a7b6-899cf3aff312,7431c6c1-a1ea-4dc1-b69e-5600bf8e26ea,9,2023-06-09,2023-06-19,,Delivered
44eb2552-891f-45ea-b38e-7a9eb82c6b10,4b28f0be-fb29-4042-8b6d-e7010fc31749,b79c0b0a-5a36-4ea9-a252-dd606ae9aa63,90,2023-12-05,2023-12-08,,Shipped
19b0d5f8-80d5-48dd-bb6c-27f4b9bd2b21,fee22997-122e-4df1-bd7e-223ae97b6157,beae386d-e37d-4da8-9e73-41b7aa1a8db5,29,2023-08-10,2023-08-26,,Pending
884f278f-67b3-40ed-9f52-23be178395f0,efb717ed-4b75-42f9-b61e-04a9079a39d7,81ea7a72-a0c9-49ff-a398-e80c47f54799,58,2023-06-10,2023-07-02,,Shipped
36b76aef-d821-4beb-976a-0c602d5c0fa0,3c2c8e61-9022-452a-ac8e-f94d4d3a0cab,501d5503-6d03-41d3-9dc6-3c3cdd2ca91c,84,2023-05-20,2023-06-11,,Pending
63e9e27c-c9f8-4482-82cc-7ee61f533e98,b3df7ed2-6776-4652-826b-b46c00e5fa1c,5078e779-e20b-4b0a-a468-52d9dbda8657,20,2024-02-23,2024-03-07,,Pending
71db9c3a-a401-46ca-a90a-18c6a0fd237a,dd613b5f-b512-467f-a61f-5a8e69b919d8,6ca1fb4b-9f1b-48b6-a00d-42233e21dbf1,2,2024-01-06,2024-01-13,,Pending
563a8baf-d7a6-47b6-a528-7672aa1abc71,a7c8769c-5138-4ff1-9cef-2da46074acd9,79d5522f-5dc7-4306-be2d-a352dd6f70b2,77,2023-05-06,2023-05-21,,Shipped
61a3ab03-6645-4c63-92b8-20f3a3a1f77b,6d13d8a7-52c2-49df-a5a9-278edfe74d54,b263599c-0ca8-40dc-8769-f5a8aba2a527,83,2023-04-02,2023-04-12,,Delivered
7a029e30-18c7-4e2e-b237-6151c39a73ac,2695201a-38d0-4bb5-999c-aa60c6d5a8b8,98044ccf-8ddc-4eac-86c8-62461b178892,70,2024-01-10,2024-02-04,,Shipped
31c8ba01-9a38-4540-9272-6b82ce7073d4,6e37f9c3-92cf-463f-9cc7-7416af1c3e25,6e5f8454-7512-4250-ab3e-3f9f98c5c341,14,2023-09-13,2023-10-10,,Delivered
06d60d96-94f5-4258-bbaf-ab34ea3f4e2e,8ea512e9-a1f9-401d-beca-89a42711a2d0,411d1161-d8d0-4293-aebb-83dc4a82d487,92,2023-05-07,2023-05-21,,Delivered
b6bb3b14-93cb-4afc-872e-869e7b052800,4870195e-2ecd-4563-94b8-4aa6a47b22ba,98044ccf-8ddc-4eac-86c8-62461b178892,62,2024-02-28,2024-03-06,,Shipped
e5cb3567-dd00-4fed-a00b-6269ddfca1a9,0a79a03b-8d08-43b3-8570-cc43aaae46de,70712627-32e7-4f04-b343-a4cf2bf6ae0f,27,2023-10-02,2023-10-21,,Pending
b2330c2f-67ed-443d-90d8-018f477e554f,53c89999-1db4-4d22-a82c-910800b03842,145cd736-84a4-424c-837f-5815e3023f54,99,2023-09-04,2023-09-30,,Pending
ce18a1a6-e7eb-4ebc-ab4a-0621844731f3,244431ca-db0e-4886-95a4-59b876a4fc3b,5078e779-e20b-4b0a-a468-52d9dbda8657,72,2024-01-18,2024-02-05,,Shipped
d4825a25-2414-43b6-bc44-c39165780539,c1b4d6b9-288a-40ac-a15e-4760e88ccddf,2da83374-7027-4646-94b6-8098ffa66e4f,44,2023-06-07,2023-06-26,,Delivered
b20f291c-defc-4eaf-9487-51cf737eb51d,9184d4cd-1715-4efd-a4af-184b43263598,2bd4a122-7175-407c-94ef-b4ee3fc6c61b,12,2023-11-09,2023-11-22,,Delivered
3488275e-9c9e-49c6-a7a1-c794dbb506a9,6d13d8a7-52c2-49df-a5a9-278edfe74d54,5a8a4698-ad04-4dab-a7d4-7f02ec321b53,8,2023-07-11,2023-08-02,,Pending
4fa55e27-9886-449a-8bd3-67fded15b1e7,ac89f215-875f-4bd7-a2cc-a882b44aee68,1facdeb4-9105-4c50-85a6-e4bc16c1b571,44,2023-07-06,2023-07-21,,Delivered
70caf475-c978-49fa-b229-14d10e656856,8a63211e-01ba-48f5-9c76-ee80d30cdac0,4cde6728-09a1-407a-b47b-1ab34fe6813c,3,2023-11-01,2023-11-17,,Delivered
2d0cad9b-c657-4cdd-b0d0-793ed9169584,8a6f206a-5343-40df-bace-315cbcdbf5a2,6ca1fb4b-9f1b-48b6-a00d-42233e21dbf1,85,2024-02-17,2024-03-09,,Delivered
896d9725-291f-4f5e-8f6e-4e83f91f7ccc,d2c4387d-39ed-404d-9571-b89205204837,513eb641-8ffd-4761-8948-3d0c1dad1071,27,2023-05-17,2023-06-05,,Shipped
543b589e-2511-4e52-9716-7a199b46de47,e8f0be57-6bb9-4736-a952-2a434a0ef20d,2da83374-7027-4646-94b6-8098ffa66e4f,48,2023-07-12,2023-08-01,,Pending
d8f15bda-a58a-41d1-88ab-a3189618ab98,d5159e0a-6de0-47ab-86f3-d3f4e6032142,08473187-bba4-4992-8276-e59268fd7bf6,45,2024-03-09,2024-03-19,,Delivered
5737a6f9-205e-48e7-a40e-3de82cbffa04,93c708b4-1069-4aef-9521-cd485d2d81d2,8e5502d6-3e87-49f1-8fd5-b2242d22b5a6,43,2023-07-03,2023-07-26,,Shipped
a7c58444-541d-4baa-bd82-11bf923982a5,ac89f215-875f-4bd7-a2cc-a882b44aee68,241aa728-7388-4cff-9328-8edb1d22c972,59,2023-11-08,2023-11-14,,Delivered
1ffb7556-6177-4c68-85eb-7dc279cc0b0b,b3df7ed2-6776-4652-826b-b46c00e5fa1c,7d3e3537-80d8-45ec-8155-d3ebbe72dbdf,71,2024-01-12,2024-01-23,,Shipped
0e9a1fac-768f-48c4-a9ba-ae46e58700d0,a7af9931-5af2-4978-84a6-9c2580464edd,5078e779-e20b-4b0a-a468-52d9dbda8657,9,2023-08-16,2023-09-10,,Pending
fec11fcc-7b2c-40fe-8b83-5a9e5ef86afc,9a573861-654d-442c-bd22-c7add3a90b51,f380782d-dec7-4fda-8b6d-172e6e4c6253,60,2023-12-01,2023-12-30,,Pending
a3e38ef0-a120-4fb6-9a63-a6bddaf79826,4b28f0be-fb29-4042-8b6d-e7010fc31749,4f35e1ae-927e-4c90-a313-e193734a2c89,24,2023-08-21,2023-09-11,,Shipped
1ee32654-81c9-430d-b124-b63bce630c1c,7720b2bd-782a-4cf8-90f2-657a575946db,f380782d-dec7-4fda-8b6d-172e6e4c6253,49,2023-04-30,2023-05-22,,Delivered
8f7b54be-7806-4278-8b43-1211aac81c66,44927675-73ad-4078-9f4b-f235e3ddb6a3,85332b54-9fcd-4604-8997-6be95fc9e293,56,2023-05-03,2023-05-04,,Shipped
182bd0d5-d94e-45fe-9682-63d8cebe7a63,14ab17da-6196-4d3e-ad0f-d2add350cf9e,dc36c4fe-1a59-41d4-a1c7-6a8563b9dd74,34,2023-10-25,2023-11-07,,Shipped
5c3dcb39-e838-4694-9ce9-788872455e52,c52afb95-9a0b-4add-a29a-d44b497dae1a,6d2e54ac-495a-4c01-aa02-bd8cd1520b0e,77,2023-06-25,2023-07-11,,Delivered
f02a30da-e676-4586-9d36-ec9a3ab7bc51,0246e96a-900c-43bc-a35c-777c47e17677,dba4c773-8ab5-472a-9ec0-68170ebb1054,56,2023-03-17,2023-03-20,,Pending
f30f78c1-f2ec-4664-9613-92805629a4d5,4dcc57ec-6fd1-4ebc-a9f7-da33fe5cb780,dc36c4fe-1a59-41d4-a1c7-6a8563b9dd74,29,2023-10-06,2023-10-23,,Delivered
8183068c-1bbc-48a6-b260-0309ca419753,93c708b4-1069-4aef-9521-cd485d2d81d2,fa2db42a-c779-42c5-85de-2306e32a3e3a,34,2023-10-29,2023-11-08,,Pending
f7a68bf2-2217-4231-a459-3fb287993d40,0a79a03b-8d08-43b3-8570-cc43aaae46de,41923789-a151-4bc1-980c-e2ffa4aeef74,19,2023-06-21,2023-06-29,,Delivered
ac855cb6-7076-48f6-bb58-dee483d0472d,7d3a0fc4-0ad3-4a19-8a1c-098abe19e175,c1a130c0-c435-40c9-b578-ad32ca04a964,45,2023-09-12,2023-09-13,,Pending
17f1d9ad-adf7-4fd9-a23a-a9a3dc9c709f,c1b4d6b9-288a-40ac-a15e-4760e88ccddf,9e7e973a-9274-4353-bc1f-2b6bbedd5250,18,2023-09-09,2023-09-24,,Shipped
ecd28a22-aecf-46e6-8d26-33056c1729b9,23b3dd3a-2ca1-4a3b-bfdd-b533ab8961f6,1f63d5bd-332b-4204-8d6a-e2b73b5be873,61,2023-05-02,2023-05-20,,Pending
b67202b7-44d5-4ba4-8f39-4aa8d85a293a,1d82bac4-1421-4bc8-8a20-cbe3c2e14005,149e64c0-3660-4f02-973a-15db531225fa,24,2023-08-03,2023-08-28,,Pending
15eef3f2-1ed9-43e7-ae79-a0a8fbf0d124,88e89676-02e5-4311-a7b6-899cf3aff312,2da83374-7027-4646-94b6-8098ffa66e4f,76,2024-02-27,2024-03-05,,Pending
4e0838d7-3dc9-4b04-8bf4-e0b6c121567c,cfc56046-7e0e-435e-bd37-22def2135b7f,821c8316-3702-40b7-8132-a609153648cf,77,2024-01-24,2024-02-17,,Delivered
9858a892-7ce9-44f7-b7a0-58c6659fa59d,fc52f12b-a719-42af-a99d-81ea73aad6a4,bd9d11bb-07ea-4769-b83d-fec18c9daa13,44,2023-09-22,2023-09-23,,Shipped
b760e2cb-c7fc-4040-9aee-faff41dd1e5a,d12812e1-7f93-4112-acf4-9acda18afe05,58014bed-1c6d-42de-b492-802b6c5f483c,4,2023-07-18,2023-08-07,,Pending
f13924a8-ada5-4ff9-b7ac-334f3177826b,cfc56046-7e0e-435e-bd37-22def2135b7f,6703bffd-bde5-4c96-b1e9-bcf75b505055,30,2023-11-11,2023-12-08,,Shipped
9b6dd5d7-9f8f-4a32-9476-a89058ba3410,3c2c8e61-9022-452a-ac8e-f94d4d3a0cab,ab920ba4-fb0d-49be-ac56-89d3083e92ad,38,2023-10-03,2023-10-30,,Delivered
33f9c0ea-8a41-499e-8db3-1e9df9462b68,41a670b7-1c53-4f71-828f-b6241d57169a,f9a0f41e-df76-493a-9bbd-652e5b778e35,32,2023-09-25,2023-10-13,,Pending
722db38c-72ea-4e0a-ab5f-94332b1cc0a3,5336148f-e7e4-4cb0-807e-101d06f77cab,41923789-a151-4bc1-980c-e2ffa4aeef74,58,2023-03-13,2023-03-14,,Delivered
b94cd8c7-ed99-41b5-a1e9-b0d149e3a935,d5159e0a-6de0-47ab-86f3-d3f4e6032142,9b26fec0-254b-4728-aae6-3861af66c74e,63,2024-01-03,2024-01-28,,Pending
82ea6df6-d5dc-4c4d-a09e-415be8b240f4,b3df7ed2-6776-4652-826b-b46c00e5fa1c,43616967-4638-4ee0-9a95-7bfa814cff9e,18,2023-03-12,2023-04-08,,Pending
ad57fecf-8407-444a-b139-5b2afef57538,6de7f77e-8dce-46bf-8f38-00eb38afbfa8,1e249377-7d70-4dd0-a66b-772988a07e42,33,2023-09-05,2023-09-24,,Pending
e7b69d79-ad24-43c3-ace2-39ad50b275dc,8a63211e-01ba-48f5-9c76-ee80d30cdac0,a7f7522e-83de-4d97-811d-552cbac98681,81,2023-05-22,2023-06-19,,Pending
5208e6e8-28d7-48ec-8d04-f4b31f692c2c,3c2c8e61-9022-452a-ac8e-f94d4d3a0cab,9e8bc030-4c73-4602-afa3-b6e8758317fb,69,2024-01-17,2024-02-02,,Pending
92997b8c-784a-43da-bb6f-37c6da74eee6,4b28f0be-fb29-4042-8b6d-e7010fc31749,e67ddcc2-608f-405a-b42d-5cf7bd2ef24a,85,2023-07-15,2023-08-02,,Shipped
40aaeeb3-8e2b-44cb-8e28-4f63345f1adc,8ea512e9-a1f9-401d-beca-89a42711a2d0,965da2b2-9a10-4c21-9cb5-a605a16610dd,76,2023-04-01,2023-04-16,,Delivered
ec5bd5e8-43c3-471d-8f29-63dd60f706df,c52afb95-9a0b-4add-a29a-d44b497dae1a,34849ed2-6703-4ffb-9eed-616af321ac7f,17,2023-08-16,2023-08-27,,Pending
ef46fc6e-418c-4b45-af59-b575e94eec95,6d13d8a7-52c2-49df-a5a9-278edfe74d54,45865c01-3c3e-4248-bb7a-42631fe120c2,32,2024-01-02,2024-01-05,,Pending
067dff6c-b551-4db7-94c0-19af2ae92c38,41a670b7-1c53-4f71-828f-b6241d57169a,ddd772f3-84e3-4079-bbf7-50e58e05b244,85,2024-01-05,2024-01-23,,Pending
5d7fd9fa-9520-4adb-8cdd-84f1cf038910,5336148f-e7e4-4cb0-807e-101d06f77cab,3a28eb73-fbdb-46e0-91a9-e5c888efbeb5,28,2023-11-10,2023-12-05,,Delivered
b71eda30-4e00-4a51-9c83-9cfd3d90dfd4,c45eedb6-96c3-40e9-b69d-843c3d7ec735,f32420cb-cb1b-4635-a6e5-8b60b3ed69ed,52,2023-08-18,2023-09-14,,Shipped
db9b7eeb-1c0d-4450-b4f3-5e79bed3bd05,cb43481a-2382-444c-83f2-16c9a7bba256,b20cd865-ae2f-4049-a862-01e9a5010e3b,22,2023-11-14,2023-11-19,,Shipped
6de0aa64-e1e5-4063-94b4-9ff8b4f24bb5,fc52f12b-a719-42af-a99d-81ea73aad6a4,09d63d70-3422-4373-ae32-f4417a0f43d4,53,2024-02-23,2024-03-02,,Pending
a274f3b9-f2aa-41e7-a501-ea9d2574fcd3,4b28f0be-fb29-4042-8b6d-e7010fc31749,65d359e7-0eb3-4aa9-9835-54800bc9ffc0,97,2023-07-07,2023-07-18,,Delivered
8d288e26-73c1-4f59-8324-ad9261966af9,dd613b5f-b512-467f-a61f-5a8e69b919d8,b79c0b0a-5a36-4ea9-a252-dd606ae9aa63,55,2024-03-07,2024-04-06,,Shipped
510ad19b-1029-4e86-a503-878ec2f7f3f4,6d13d8a7-52c2-49df-a5a9-278edfe74d54,513eb641-8ffd-4761-8948-3d0c1dad1071,89,2023-05-10,2023-05-30,,Pending
4ae5e5cf-e205-4f08-8580-7fd47a105539,b445784e-991a-447d-af25-a46ee8d157f2,3ed54b75-6887-4bc5-a493-652988210142,73,2023-09-15,2023-10-05,,Shipped
82425004-4d74-482a-826e-5ef466d2b0b0,a162733c-8e7a-43bb-b64f-e08b3457647b,1400fafd-04f1-4520-aff6-052c353acc85,81,2023-03-12,2023-04-06,,Pending
4bc45521-219d-4532-a4b6-06c801892445,a7af9931-5af2-4978-84a6-9c2580464edd,674ea0ca-f086-49e4-bedc-763c41f0cccc,17,2023-05-03,2023-05-30,,Shipped
c1bcfb93-8963-4224-a07a-4f7b2bea4113,ed5d7bc1-28ee-4f95-803d-f8613cd02805,1400fafd-04f1-4520-aff6-052c353acc85,83,2024-03-07,2024-03-28,,Pending
79299c3f-375e-4493-bfae-7b35d215ad2e,3c2c8e61-9022-452a-ac8e-f94d4d3a0cab,99ec8fb0-b1cc-4d3b-90ee-d10b4e4c2788,14,2023-05-23,2023-05-24,,Shipped
d2f34862-4f9c-4cd0-aabc-14f422343470,5336148f-e7e4-4cb0-807e-101d06f77cab,99ec8fb0-b1cc-4d3b-90ee-d10b4e4c2788,18,2023-07-31,2023-08-10,,Delivered
cad8516d-1008-44c0-a891-449f3c41d396,72c347aa-e1c6-4136-84d9-4a2f45f000d2,a7f7522e-83de-4d97-811d-552cbac98681,98,2023-10-16,2023-11-12,,Shipped
d2aac505-b343-4ea4-9f3a-f5fb5998cb3c,d2c4387d-39ed-404d-9571-b89205204837,79d5522f-5dc7-4306-be2d-a352dd6f70b2,81,2023-03-25,2023-04-02,,Pending
d3380d2a-391e-493e-b36b-132bc3bc16de,72c347aa-e1c6-4136-84d9-4a2f45f000d2,a72df7d5-9ebe-43e2-b042-57ff67478751,48,2023-11-28,2023-12-10,,Shipped
6f2c39da-0245-410d-9054-e8ec6cebfbf7,a2d9fe65-9de2-4ff4-9c3b-d742b19ccfb7,9e8bc030-4c73-4602-afa3-b6e8758317fb,2,2023-12-27,2024-01-12,,Shipped
e44470be-97c7-4fe2-801f-f187e4b7a940,5c5c5942-43ad-4012-bfc7-511d98c2eb05,1f63d5bd-332b-4204-8d6a-e2b73b5be873,96,2023-07-14,2023-07-23,,Pending
ea264113-eba1-41f9-805a-d378abc67137,0a79a03b-8d08-43b3-8570-cc43aaae46de,41923789-a151-4bc1-980c-e2ffa4aeef74,75,2024-02-10,2024-02-18,,Delivered
cc2c6a96-b680-4d3b-bff9-2c90803b7cdb,0246e96a-900c-43bc-a35c-777c47e17677,9e7e973a-9274-4353-bc1f-2b6bbedd5250,83,2023-09-01,2023-09-26,,Pending
a43073fa-dd67-4486-a2a9-6e764ea2b683,cb43481a-2382-444c-83f2-16c9a7bba256,eea9d2e5-9073-4df5-8b30-817768a07a48,91,2023-05-26,2023-05-28,,Shipped
f3d9c3a8-05d1-43cf-a703-a5d66ad0b562,ac89f215-875f-4bd7-a2cc-a882b44aee68,09d63d70-3422-4373-ae32-f4417a0f43d4,44,2023-10-24,2023-11-19,,Pending
a9ead6ef-686a-4372-8f88-5a8007c651b5,ac89f215-875f-4bd7-a2cc-a882b44aee68,c1a130c0-c435-40c9-b578-ad32ca04a964,27,2023-12-08,2023-12-14,,Pending
9af42d7d-bdb3-4a34-8f00-6e62ba11d9ae,0475e6cb-edd2-4bd4-98fb-10664bcdf458,0f021f5e-7308-4151-8d51-915d5afe94ab,34,2024-02-09,2024-03-05,,Delivered
55a10502-fe56-4f9e-a529-2e370bbd770f,cb6a98d6-84ee-4c28-a291-354f972818e6,6af73305-28c6-4988-8b8f-3a27e052b096,38,2023-04-01,2023-04-06,,Delivered
5da75ebf-ae0c-4dbb-a440-699bdce9c96c,dc8f5dfd-aea7-4499-90b6-dee3024e5fb7,a72df7d5-9ebe-43e2-b042-57ff67478751,4,2024-02-05,2024-02-23,,Shipped
bc51f7b1-be91-405b-9218-d88a6676089a,0b9950e0-813b-4bef-80e0-5997dc049e36,f07a5673-2500-4065-af88-7021e837499b,53,2023-11-03,2023-11-14,,Pending
